brand,os,inches,battery,battery_type,ram(GB),announcement_date,weight(g),storage(GB),video_720p,video_1080p,video_4K,video_8K,video_30fps,video_60fps,video_120fps,video_240fps,video_480fps,video_960fps,price,resolution_height,resolution_width,resolution,os_unique,ppi
Samsung,Android 8.0 Oreo,5.0,2600,Li-Ion,1,2019-04-01,142.0,8,False,True,False,False,True,False,False,False,False,False,290.0,540,960,518400,Android,220.29071700822982
Oppo,Android 9.0,6.6,4065,Li-Po,8,2019-04-01,215.0,256,True,True,True,False,True,True,True,True,False,False,320.0,1080,2340,2527200,Android,390.48602899844605
Honor,Android 9.0,6.09,3020,Li-Po,3,2019-04-01,150.0,32,False,True,False,False,True,False,False,False,False,False,200.0,720,1560,1123200,Android,282.1245529709626
Honor,Android 9.0,6.21,3400,Li-Po,6,2019-04-01,164.0,64,False,True,False,False,False,True,False,False,False,False,210.0,1080,2340,2527200,Android,415.0093061819233
Honor,Android 9.0,6.21,3400,Li-Po,8,2019-04-01,164.0,64,False,True,False,False,False,True,False,False,False,False,190.0,1080,2340,2527200,Android,415.0093061819233
Oppo,Android 9.0,6.4,3765,Li-Po,8,2019-04-01,185.0,128,True,True,True,False,True,False,True,False,False,False,350.0,1080,2340,2527200,Android,402.68871740464743
Oppo,Android 9.0,6.6,4065,Li-Po,6,2019-04-01,210.0,128,True,True,True,False,True,True,True,True,False,False,270.0,1080,2340,2527200,Android,390.48602899844605
Samsung,Android 9.0,5.8,3000,Li-Po,3,2019-04-10,141.0,32,False,True,False,False,False,True,False,False,False,False,160.0,720,1560,1123200,Android,296.23078061951077
Samsung,Android 9.0,6.7,3700,Li-Po,8,2019-04-10,220.0,128,True,True,True,False,True,True,False,False,True,False,290.0,1080,2400,2592000,Android,392.8067856619936
Lenovo,Android 9.0,6.09,4000,Li-Po,4,2019-04-13,187.0,64,False,True,False,False,True,False,False,False,False,False,200.0,720,1560,1123200,Android,282.1245529709626
Realme,Android 9.0,6.1,4000,Li-Po,3,2019-04-22,166.0,16,False,True,False,False,True,False,False,False,False,False,72.0,720,1560,1123200,Android,281.6620537037971
Realme,Android 9.0,6.3,4045,Li-Po,6,2019-04-22,172.0,64,True,True,True,False,True,True,True,False,False,True,270.0,1080,2340,2527200,Android,409.08060180789585
Lenovo,Android 9.0,6.39,4000,Li-Po,6,2019-04-23,185.0,128,True,True,True,False,True,False,True,False,False,False,200.0,1080,2340,2527200,Android,403.31890319088325
Huawei,Android 9.0,5.71,3020,Li-Ion,2,2019-04-24,146.0,16,False,True,False,False,True,False,False,False,False,False,280.0,720,1520,1094400,Android,294.55406012789683
Honor,Android 9.0,6.26,3750,Li-Po,8,2019-05-01,174.0,128,True,True,True,False,True,True,False,False,False,False,400.0,1080,2340,2527200,Android,411.6945353657738
Realme,Android 9.0,6.53,3765,Li-Po,8,2019-05-01,191.0,64,True,True,True,False,True,True,True,False,False,True,160.0,1080,2340,2527200,Android,394.6719435512624
Huawei,Android 9.0,6.59,4000,Li-Po,4,2019-05-01,196.0,64,False,True,False,False,True,False,False,False,False,False,319.0,1080,2340,2527200,Android,391.0785722897942
Huawei,Android 9.0,7.2,4200,Li-Po,8,2019-05-01,233.0,128,True,True,True,False,True,True,False,False,False,True,420.0,1080,2244,2423520,Android,345.88453436242435
Oppo,Android 9.0,6.4,4035,Li-Po,8,2019-05-01,186.0,128,True,True,True,False,True,False,True,False,False,False,470.0,1080,2340,2527200,Android,402.68871740464743
Xiaomi,Android 9.0,6.39,4000,Li-Po,8,2019-05-01,191.0,64,True,True,True,False,True,True,True,True,False,True,260.0,1080,2340,2527200,Android,403.31890319088325
Lenovo,Android 9.0,6.3,4050,Li-Po,6,2019-05-01,164.0,64,False,True,False,False,True,False,False,False,False,False,190.0,1080,2340,2527200,Android,409.08060180789585
Oppo,Android 9.0,6.5,3765,Li-Po,8,2019-05-01,191.0,64,True,True,True,False,True,False,True,False,False,False,100.0,1080,2340,2527200,Android,396.4935063676529
Honor,Android 9.0,6.26,4000,Li-Po,8,2019-05-01,182.0,128,True,True,True,False,True,True,False,False,False,False,470.0,1080,2340,2527200,Android,411.6945353657738
Xiaomi,Android 9.0,6.3,4000,Li-Po,4,2019-05-01,186.0,32,False,True,False,False,False,False,True,False,False,False,140.0,1080,2340,2527200,Android,409.08060180789585
Oppo,Android 9.0,6.53,4020,Li-Po,6,2019-05-01,190.0,128,False,True,False,False,True,False,False,False,False,False,200.0,1080,2340,2527200,Android,394.6719435512624
Google,Android 9.0,5.6,3000,Li-Po,4,2019-05-07,147.0,64,True,True,True,False,True,False,True,False,False,False,290.0,1080,2220,2397600,Android,440.85087024516395
Google,Android 9.0,6.0,3700,Li-Po,4,2019-05-07,167.0,64,True,True,True,False,True,False,True,False,False,False,290.0,1080,2160,2332800,Android,402.49223594996215
OnePlus,Android 9.0,6.41,3700,Li-Po,6,2019-05-14,182.0,128,True,True,True,False,True,True,True,True,True,False,400.0,1080,2340,2527200,Android,402.0604978767151
OnePlus,Android 9.0,6.67,4000,Li-Po,6,2019-05-14,206.0,128,True,True,True,False,True,True,True,True,True,False,590.0,1440,3120,4492800,Android,515.1839662948013
Xiaomi,Android 9.0,5.45,4000,Li-Po,3,2019-05-24,165.0,16,False,True,False,False,True,False,False,False,False,False,130.0,720,1440,1036800,Android,295.40714565134834
Xiaomi,Android 9.0,6.39,4000,Li-Po,8,2019-05-28,191.0,64,True,True,True,False,True,True,True,True,False,True,400.0,1080,2340,2527200,Android,403.31890319088325
Samsung,Android 9.0,6.3,3500,Li-Po,6,2019-06-01,168.0,64,True,True,True,False,True,False,False,False,False,False,400.0,1080,2340,2527200,Android,409.08060180789585
Huawei,Android 9.0,6.39,3500,Li-Po,8,2019-06-01,171.0,128,True,True,True,False,True,False,False,False,False,False,220.0,1080,2340,2527200,Android,403.31890319088325
Huawei,Android 9.0,6.4,4000,Li-Po,4,2019-06-01,178.0,64,False,True,False,False,True,False,False,False,False,False,670.0,1080,2310,2494800,Android,398.4375
Samsung,Android 9.0,5.0,2800,Li-Ion,3,2019-06-01,172.0,32,False,True,False,False,True,False,False,False,False,False,380.0,720,1280,921600,Android,293.7209560109731
Huawei,Android 9.0,6.39,3500,Li-Po,8,2019-06-01,171.0,128,False,True,False,False,True,False,False,False,False,False,280.0,1080,2340,2527200,Android,403.31890319088325
LG,Android 9.0,6.2,3500,Li-Ion,3,2019-06-01,179.0,32,False,True,False,False,True,False,False,False,False,False,550.0,1080,2160,2332800,Android,389.5086154354472
Huawei,Android 9.0,6.4,4000,Li-Po,8,2019-06-01,178.0,128,False,True,False,False,True,False,False,False,False,False,280.0,1080,2310,2494800,Android,398.4375
LG,Android 9.0,6.26,4000,Li-Po,4,2019-06-01,175.0,32,False,True,False,False,True,False,False,False,False,False,110.0,720,1520,1094400,Android,268.6747097971711
LG,Android 9.0,6.22,4050,Li-Po,4,2019-06-01,172.0,64,True,True,True,False,True,False,False,False,False,False,130.0,720,1520,1094400,Android,270.4025214357381
LG,Android 9.0,6.19,4000,Li-Po,3,2019-06-01,164.0,32,False,True,False,False,True,False,False,False,False,False,200.0,720,1512,1088640,Android,270.54560296353355
Xiaomi,Android 9.0,6.39,4000,Li-Po,6,2019-06-12,191.0,64,True,True,True,False,True,True,True,True,False,True,460.0,1080,2340,2527200,Android,403.31890319088325
Lenovo,Android 9.0,6.39,4000,Li-Po,6,2019-06-26,185.0,128,True,True,True,False,True,False,True,False,False,False,430.0,1080,2340,2527200,Android,403.31890319088325
Samsung,Android 9.0,5.83,3000,Li-Ion,3,2019-07-01,141.0,32,False,True,False,False,True,False,False,False,False,False,120.0,720,1560,1123200,Android,294.7064369799592
Huawei,Android 9.0,6.26,4000,Li-Po,8,2019-07-01,178.0,128,True,True,True,False,True,False,False,False,False,False,390.0,1080,2340,2527200,Android,411.6945353657738
Xiaomi,Android 9.0,6.39,4030,Li-Po,8,2019-07-01,179.0,64,True,True,True,False,True,True,True,False,False,True,260.0,1080,2340,2527200,Android,403.31890319088325
Xiaomi,Android 9.0,6.01,4030,Li-Po,6,2019-07-01,173.0,64,True,True,True,False,True,False,True,False,False,False,170.0,720,1560,1123200,Android,285.87995467440305
Xiaomi,Android 9.0,6.39,4000,Li-Ion,8,2019-07-01,205.0,128,True,True,True,False,False,True,True,False,False,False,550.0,1080,2340,2527200,Android,403.31890319088325
Realme,Android 9.0,6.2,4230,Li-Po,4,2019-07-01,175.0,32,False,True,False,False,True,False,False,False,False,False,96.0,720,1520,1094400,Android,271.27478763391787
Honor,Android 9.0,6.59,4000,Li-Po,8,2019-07-01,206.0,64,False,True,False,False,True,False,False,False,False,False,180.0,1080,2340,2527200,Android,391.0785722897942
Lenovo,Android 9.0,6.39,4000,Li-Po,8,2019-07-04,159.0,64,True,True,True,False,True,False,False,False,False,False,160.0,1080,2340,2527200,Android,403.31890319088325
Xiaomi,Android 9.0,6.09,4030,Li-Po,6,2019-07-17,173.0,64,True,True,True,False,True,False,True,False,False,False,230.0,720,1560,1123200,Android,282.1245529709626
Honor,Android 9.0,6.59,4000,Li-Po,8,2019-07-23,202.0,128,False,True,False,False,True,False,False,False,False,False,230.0,1080,2340,2527200,Android,391.0785722897942
Samsung,Android 9.0,6.3,3500,Li-Ion,12,2019-08-01,168.0,256,True,True,True,False,True,True,True,True,False,True,180.0,1080,2280,2462400,Android,400.4532579357836
LG,Android 9.0,6.1,3500,Li-Po,3,2019-08-01,186.0,32,False,True,False,False,True,False,False,False,False,False,200.0,720,1520,1094400,Android,275.7219153000477
LG,Android 9.0,6.5,4000,Li-Po,3,2019-08-01,194.0,32,False,True,False,False,True,False,False,False,False,False,190.0,720,1520,1094400,Android,258.75441282004476
LG,Android 9.0 Pie,5.45,3000,Li-Ion,1,2019-08-01,152.0,16,False,True,False,False,True,False,False,False,False,False,160.0,480,960,460800,Android,196.9380971008989
LG,Android 9.0,5.45,3000,Li-Ion,2,2019-08-01,148.0,16,False,True,False,False,True,False,False,False,False,False,100.0,720,1440,1036800,Android,295.40714565134834
Samsung,Android 9.0,6.8,4300,Li-Ion,12,2019-08-07,196.0,256,True,True,True,False,True,True,True,True,False,True,590.0,1440,3040,4377600,Android,494.6775539206738
Samsung,Android 9.0,6.3,3500,Li-Ion,8,2019-08-07,168.0,256,True,True,True,False,True,True,True,True,False,True,80.0,1080,2280,2462400,Android,400.4532579357836
Samsung,Android 9.0,6.2,4000,Li-Po,3,2019-08-12,168.0,32,False,True,False,False,True,False,False,False,False,False,260.0,720,1520,1094400,Android,271.27478763391787
Realme,Android 9.0,6.3,4035,Li-Po,8,2019-08-20,184.0,64,True,True,True,False,True,True,True,False,False,True,430.0,1080,2340,2527200,Android,409.08060180789585
Realme,Android 9.0,6.5,5000,Li-Po,4,2019-08-20,198.0,32,True,True,True,False,True,False,False,False,False,False,190.0,720,1600,1152000,Android,269.92876553183146
Xiaomi,Android 9.0,6.39,4000,Li-Po,8,2019-08-21,191.0,64,True,True,True,False,True,True,True,True,False,True,325.38,1080,2340,2527200,Android,403.31890319088325
Samsung,Android 9.0,6.4,4000,Li-Po,4,2019-08-22,169.0,32,False,True,False,False,True,False,False,False,False,False,700.0,720,1560,1123200,Android,268.4591449364316
Samsung,Android 9.0,6.4,4000,Li-Po,6,2019-08-22,169.0,64,True,True,True,False,True,False,False,False,False,False,590.0,1080,2340,2527200,Android,402.68871740464743
Huawei,Android 9.0,6.26,3750,Li-Po,8,2019-08-27,174.0,128,True,True,True,False,True,True,False,False,False,False,260.0,1080,2340,2527200,Android,411.6945353657738
Oppo,Android 9.0,6.5,4000,Li-Po,8,2019-08-28,189.0,128,True,True,True,False,True,True,False,False,False,False,270.0,1080,2400,2592000,Android,404.89314829774725
Xiaomi,Android 9.0,6.53,4500,Li-Po,8,2019-08-29,200.0,64,True,True,True,False,True,True,True,False,False,True,220.0,1080,2340,2527200,Android,394.6719435512624
Xiaomi,Android 9.0,6.3,4000,Li-Po,6,2019-08-29,190.0,32,True,True,True,False,True,False,True,False,False,False,220.0,1080,2340,2527200,Android,409.08060180789585
Samsung,Android 9.0,6.7,4500,Li-Po,8,2019-09-01,206.0,128,True,True,True,False,True,True,False,False,False,True,290.0,1080,2400,2592000,Android,392.8067856619936
Samsung,Android 9.0,6.7,4500,Li-Po,8,2019-09-01,187.0,128,True,True,True,False,True,True,True,True,False,False,260.0,1080,2400,2592000,Android,392.8067856619936
Realme,Android 9.0,6.3,4035,Li-Po,8,2019-09-01,184.0,64,True,True,True,False,True,True,True,False,False,True,130.0,1080,2340,2527200,Android,409.08060180789585
Xiaomi,Android 10,6.39,4000,Li-Po,8,2019-09-01,191.0,128,True,True,True,False,True,True,True,True,False,True,450.0,1080,2340,2527200,Android,403.31890319088325
Honor,Android 9.0,6.26,3750,Li-Po,8,2019-09-01,172.0,128,False,True,False,False,True,False,False,False,False,False,250.0,1080,2340,2527200,Android,411.6945353657738
Xiaomi,Android 10,6.39,4000,Li-Po,8,2019-09-01,196.0,128,True,True,True,False,True,True,True,True,False,True,600.0,1080,2340,2527200,Android,403.31890319088325
Huawei,Android 10,6.53,4500,Li-Po,12,2019-09-01,198.0,512,True,True,True,False,False,True,True,False,False,True,650.0,1176,2400,2822400,Android,409.2855520929662
Oppo,Android 9.0,6.4,3600,Li-Po,6,2019-09-01,169.0,128,True,True,True,False,True,False,False,False,False,False,330.0,1080,2340,2527200,Android,402.68871740464743
Huawei,Android 10,6.62,4200,Li-Po,8,2019-09-01,196.0,128,True,True,True,False,False,True,True,False,False,True,190.0,1080,2340,2527200,Android,389.3063128987528
Lenovo,Android 9.0,6.09,4000,Li-Po,3,2019-09-01,172.0,16,False,True,False,False,True,False,False,False,False,False,400.0,720,1560,1123200,Android,282.1245529709626
Huawei,Android 10,6.62,4200,Li-Po,8,2019-09-01,196.0,128,True,True,True,False,False,True,True,False,False,True,340.0,1080,2340,2527200,Android,389.3063128987528
Honor,Android 9.0,6.39,4000,Li-Po,6,2019-09-01,176.0,64,False,True,False,False,True,False,False,False,False,False,130.0,720,1560,1123200,Android,268.8792687939221
Honor,Android 9.0,5.71,3020,Li-Po,3,2019-09-01,146.0,32,False,True,False,False,True,False,False,False,False,False,90.0,720,1520,1094400,Android,294.55406012789683
Huawei,Android 9.0,6.59,4000,Li-Po,8,2019-09-01,163.0,128,False,True,False,False,True,False,False,False,False,False,360.0,1080,2340,2527200,Android,391.0785722897942
Xiaomi,Android 10,6.39,4000,Li-Po,8,2019-09-01,196.0,128,True,True,True,False,True,True,True,True,False,True,500.0,1080,2340,2527200,Android,403.31890319088325
Lenovo,Android 9.0,6.3,4050,Li-Po,6,2019-09-05,164.0,64,True,True,True,False,True,False,False,False,False,False,250.0,1080,2340,2527200,Android,409.08060180789585
Sony,Android 9.0,6.1,3140,Li-Ion,6,2019-09-05,164.0,128,True,True,True,False,True,True,False,False,False,False,500.0,1080,2520,2721600,Android,449.455461985411
LG,Android 9.0,6.4,4000,Li-Po,6,2019-09-06,192.0,128,True,True,True,False,True,True,True,True,False,False,320.0,1080,2340,2527200,Android,402.68871740464743
Apple,iOS 13,6.5,3969,Li-Ion,4,2019-09-10,226.0,64,True,True,True,False,True,True,True,True,False,False,397.78,1242,2688,3338496,iOS,455.54851520353134
Apple,iOS 13,5.8,3046,Li-Ion,4,2019-09-10,188.0,64,True,True,True,False,True,True,True,True,False,False,429.89,1125,2436,2740500,iOS,462.62579033027964
Apple,iOS 13,6.1,3110,Li-Ion,4,2019-09-10,194.0,64,True,True,True,False,True,True,True,True,False,False,494.0,828,1792,1483776,iOS,323.613699324913
Oppo,Android 9.0,6.5,5000,Li-Po,8,2019-09-10,195.0,128,True,True,True,False,True,False,False,False,False,False,260.0,720,1600,1152000,Android,269.92876553183146
Realme,Android 9.0,6.4,4000,Li-Po,8,2019-09-13,183.0,64,True,True,True,False,True,True,True,False,False,True,290.0,1080,2340,2527200,Android,402.68871740464743
Xiaomi,Android 9.0,6.39,4030,Li-Po,6,2019-09-16,179.0,64,True,True,True,False,True,True,True,False,False,True,320.0,1080,2340,2527200,Android,403.31890319088325
Huawei,Android 10,6.53,4500,Li-Po,8,2019-09-19,198.0,128,True,True,True,False,False,True,True,False,False,True,550.0,1176,2400,2822400,Android,409.2855520929662
Huawei,Android 10,6.53,4500,Li-Po,8,2019-09-19,198.0,128,True,True,True,False,False,True,True,False,False,True,290.0,1176,2400,2822400,Android,409.2855520929662
Oppo,Android 9.0,6.5,5000,Li-Po,4,2019-09-21,195.0,32,True,True,True,False,True,False,False,False,False,False,210.0,720,1600,1152000,Android,269.92876553183146
Lenovo,Android 9.0,6.22,4050,Li-Po,4,2019-09-23,172.0,64,False,True,False,False,True,False,False,False,False,False,100.0,720,1520,1094400,Android,270.4025214357381
Realme,Android 9.0,6.4,4000,Li-Po,8,2019-09-24,182.0,64,True,True,True,False,True,True,True,False,False,True,480.0,1080,2340,2527200,Android,402.68871740464743
Samsung,Android 9.0,6.5,4000,Li-Po,4,2019-09-24,183.0,32,False,True,False,False,True,False,False,False,False,False,110.0,720,1560,1123200,Android,264.3290042451019
Xiaomi,Android 9.0,6.22,5000,Li-Po,4,2019-09-25,188.0,32,False,True,False,False,True,False,False,False,False,False,120.0,720,1520,1094400,Android,270.4025214357381
OnePlus,Android 10,6.55,3800,Li-Po,8,2019-09-26,190.0,128,True,True,True,False,True,True,True,True,False,True,258.5,1080,2400,2592000,Android,401.8023609061614
LG,Android 9.0,6.4,4000,Li-Po,4,2019-09-28,198.0,64,True,True,True,False,True,False,False,False,False,False,140.0,1080,2310,2494800,Android,398.4375
Oppo,Android 9.0,6.5,5000,Li-Po,6,2019-10-01,195.0,64,True,True,True,False,True,False,False,False,False,False,500.0,720,1600,1152000,Android,269.92876553183146
Oppo,Android 9.0,6.4,4000,Li-Po,8,2019-10-01,182.0,128,True,True,True,False,True,True,True,False,False,True,340.0,1080,2340,2527200,Android,402.68871740464743
LG,Android 9.0,6.4,4000,Li-Po,8,2019-10-01,192.0,256,True,True,True,False,True,True,True,True,False,False,560.0,1080,2340,2527200,Android,402.68871740464743
Honor,Android 9.0,6.3,4000,Li-Po,8,2019-10-01,171.0,64,False,True,False,False,True,False,False,False,False,False,220.0,1080,2400,2592000,Android,417.7468990373583
Oppo,Android 9.0,6.5,4000,Li-Po,8,2019-10-01,200.0,128,True,True,True,False,True,True,True,True,False,False,330.0,1080,2400,2592000,Android,404.89314829774725
Samsung,Android 8.0,5.1,4500,Li-Po,4,2019-10-01,256.0,64,False,True,False,False,True,False,False,False,False,False,250.0,1440,2560,3686400,Android,575.9234431587709
Xiaomi,Android 9.0,6.22,5000,Li-Po,4,2019-10-09,188.0,32,False,True,False,False,True,False,False,False,False,False,210.0,720,1520,1094400,Android,270.4025214357381
Google,Android 10,6.3,3700,Li-Po,6,2019-10-15,193.0,64,True,True,True,False,True,False,True,False,False,False,250.0,1440,3040,4377600,Android,533.9376772477115
Google,Android 10,5.7,2800,Li-Po,6,2019-10-15,162.0,64,True,True,True,False,True,False,True,False,False,False,300.0,1080,2280,2462400,Android,442.60623245533975
Realme,Android 9.0,6.5,4000,Li-Po,6,2019-10-15,199.0,64,True,True,True,False,False,True,True,False,False,True,440.0,1080,2400,2592000,Android,404.89314829774725
Honor,Android 9.0,6.59,4000,Li-Po,6,2019-10-28,196.0,64,False,True,False,False,False,True,False,False,False,False,240.0,1080,2340,2527200,Android,391.0785722897942
Xiaomi,Android 9.0,6.47,5260,Li-Po,8,2019-11-01,208.0,128,True,True,True,False,True,True,True,True,False,True,400.0,1080,2340,2527200,Android,398.33196157492176
Honor,Android 10,6.57,4100,Li-Po,8,2019-11-01,206.0,128,True,True,True,False,True,True,False,False,False,True,500.0,1080,2400,2592000,Android,400.5792182550011
Realme,Android 9.0,6.1,4000,Li-Po,3,2019-11-01,166.0,32,False,True,False,False,True,False,False,False,False,False,100.0,720,1560,1123200,Android,281.6620537037971
Honor,Android 10,6.57,4200,Li-Po,8,2019-11-01,213.0,128,True,True,True,False,True,True,False,False,False,True,430.0,1080,2400,2592000,Android,400.5792182550011
Xiaomi,Android 9.0,6.3,4000,Li-Po,4,2019-11-06,200.0,32,True,True,True,False,True,False,True,False,False,False,250.0,1080,2340,2527200,Android,409.08060180789585
Xiaomi,Android 9.0,6.47,5260,Li-Po,8,2019-11-06,208.0,256,True,True,True,False,True,True,True,True,False,True,480.0,1080,2340,2527200,Android,398.33196157492176
Xiaomi,Android 9.0,6.47,5260,Li-Po,6,2019-11-06,208.0,128,True,True,True,False,True,True,True,True,False,True,380.0,1080,2340,2527200,Android,398.33196157492176
Huawei,Android 9.0,6.59,4000,Li-Po,6,2019-11-08,206.0,128,False,True,False,False,True,False,False,False,False,False,150.0,1080,2340,2527200,Android,391.0785722897942
Realme,Android 9.0,6.5,5000,Li-Po,4,2019-11-20,198.0,64,True,True,True,False,True,False,False,False,False,False,270.0,720,1600,1152000,Android,269.92876553183146
Huawei,Android 10,6.4,4200,Li-Po,8,2019-12-01,183.0,128,False,True,False,False,True,False,False,False,False,False,200.0,1080,2310,2494800,Android,398.4375
Huawei,Android 10,6.57,4100,Li-Po,8,2019-12-01,197.0,128,True,True,True,False,True,True,False,False,False,True,220.0,1080,2400,2592000,Android,400.5792182550011
Oppo,Android 9.0,6.5,4230,Li-Po,4,2019-12-01,180.0,128,False,True,False,False,True,False,False,False,False,False,150.0,720,1600,1152000,Android,269.92876553183146
Oppo,Android 10,6.4,4025,Li-Po,8,2019-12-01,181.0,128,True,True,True,False,True,False,True,False,False,False,280.0,1080,2400,2592000,Android,411.2196037398995
Oppo,Android 10,6.5,4025,Li-Po,8,2019-12-01,171.0,128,True,True,True,False,True,True,True,True,False,False,240.0,1080,2400,2592000,Android,404.89314829774725
Huawei,Android 9.0,6.59,4000,Li-Po,6,2019-12-01,206.0,128,False,True,False,False,True,False,False,False,False,False,280.0,1080,2340,2527200,Android,391.0785722897942
Xiaomi,Android 10,6.67,4500,Li-Po,8,2019-12-10,208.0,64,True,True,True,False,True,True,True,False,False,True,260.0,1080,2400,2592000,Android,394.57353282389164
Xiaomi,Android 10,6.67,4500,Li-Po,8,2019-12-10,208.0,64,True,True,True,False,True,True,True,False,False,True,210.0,1080,2400,2592000,Android,394.57353282389164
Samsung,Android 10,6.5,4000,Li-Po,8,2019-12-12,172.0,64,True,True,True,False,True,False,True,False,False,False,380.0,1080,2400,2592000,Android,404.89314829774725
Samsung,Android 10,5.7,3000,Li-Ion,2,2019-12-17,149.0,16,False,True,False,False,True,False,False,False,False,False,240.0,720,1520,1094400,Android,295.07082163689313
Oppo,Android 9.0,6.4,4025,Li-Po,8,2019-12-20,172.0,128,False,True,False,False,True,False,False,False,False,False,170.0,1080,2400,2592000,Android,411.2196037398995
Realme,Android 9.0,6.1,4000,Li-Po,3,2020-01-01,166.0,32,False,True,False,False,True,False,False,False,False,False,40.0,720,1560,1123200,Android,281.6620537037971
Samsung,Android 10,6.3,4050,Li-Po,4,2020-01-01,218.0,64,False,True,False,False,True,False,False,False,False,False,380.0,1080,2340,2527200,Android,409.08060180789585
Samsung,Android 10,6.7,4500,Li-Po,8,2020-01-03,199.0,128,True,True,True,False,True,True,True,True,False,False,200.0,1080,2400,2592000,Android,392.8067856619936
Samsung,Android 10,6.7,4500,Li-Po,8,2020-01-03,186.0,128,True,True,True,False,True,True,True,True,False,False,336.5,1080,2400,2592000,Android,392.8067856619936
Realme,Android 9.0,6.52,5000,Li-Po,4,2020-01-06,195.0,32,True,True,True,False,True,False,False,False,False,False,170.0,720,1600,1152000,Android,269.1007631835743
Realme,Android 10,6.57,4200,Li-Po,6,2020-01-07,202.0,64,True,True,True,False,True,True,False,False,False,False,680.0,1080,2400,2592000,Android,400.5792182550011
Huawei,Android 9.0,6.15,3340,Li-Po,6,2020-01-14,152.0,128,False,True,False,False,True,False,False,False,False,False,140.0,1080,2312,2496960,Android,414.92876508844904
Oppo,Android 9.0,6.4,4025,Li-Po,8,2020-01-16,172.0,128,False,True,False,False,True,False,False,False,False,False,200.0,1080,2400,2592000,Android,411.2196037398995
Huawei,Android 10,6.4,4200,Li-Po,8,2020-01-30,183.0,128,False,True,False,False,True,False,False,False,False,False,160.0,1080,2310,2494800,Android,398.4375
Huawei,Android 9.0,6.09,3020,Li-Po,3,2020-01-30,150.0,32,False,True,False,False,True,False,False,False,False,False,290.0,720,1560,1123200,Android,282.1245529709626
Xiaomi,Android 10,6.67,4500,Li-Po,8,2020-02-04,208.0,64,True,True,True,False,True,True,True,False,False,True,179.88,1080,2400,2592000,Android,394.57353282389164
Realme,Android 10,6.5,5000,Li-Po,4,2020-02-05,195.0,32,False,True,False,False,True,False,False,False,False,False,90.0,720,1600,1152000,Android,269.92876553183146
Huawei,Android 9.0,6.39,4000,Li-Po,4,2020-02-07,176.0,64,False,True,False,False,True,False,False,False,False,False,240.0,720,1560,1123200,Android,268.8792687939221
Oppo,Android 10,6.4,4025,Li-Po,8,2020-02-08,180.0,128,True,True,True,False,True,False,True,False,False,False,380.0,1080,2400,2592000,Android,411.2196037398995
Samsung,Android 10,6.9,5000,Li-Ion,16,2020-02-11,220.0,128,True,True,True,True,True,True,True,True,False,True,540.0,1440,3200,4608000,Android,508.56144230634914
Xiaomi,Android 9.0,6.22,5000,Li-Po,3,2020-02-11,188.0,32,False,True,False,False,True,False,False,False,False,False,110.0,720,1520,1094400,Android,270.4025214357381
Samsung,Android 10,6.9,5000,Li-Ion,16,2020-02-11,222.0,128,True,True,True,True,True,True,True,True,False,True,540.0,1440,3200,4608000,Android,508.56144230634914
Samsung,Android 10,6.7,4500,Li-Ion,8,2020-02-11,186.0,128,True,True,True,True,True,True,True,True,False,True,280.0,1440,3200,4608000,Android,523.742380882658
Samsung,Android 10,6.2,4000,Li-Ion,8,2020-02-11,163.0,128,True,True,True,True,True,True,True,True,False,True,389.99,1440,3200,4608000,Android,565.9796696635176
Samsung,Android 10,6.7,3300,Li-Po,8,2020-02-11,183.0,256,True,True,True,False,True,True,True,True,False,True,550.0,1080,2636,2846880,Android,425.1739779920627
Oppo,Android 9.0,6.5,4230,Li-Po,6,2020-02-13,180.0,64,False,True,False,False,True,False,False,False,False,False,150.0,720,1600,1152000,Android,269.92876553183146
Xiaomi,Android 10,6.67,4780,Li-Po,6,2020-02-13,208.0,128,True,True,True,True,True,True,False,False,False,False,339.0,1080,2340,2527200,Android,386.38797472110105
LG,Android 9.0,6.55,4000,Li-Po,3,2020-02-18,194.0,64,False,True,False,False,True,False,False,False,False,False,220.0,720,1600,1152000,Android,267.8682406041076
LG,Android 9.0,6.53,4000,Li-Po,4,2020-02-18,191.0,64,False,True,False,False,True,False,False,False,False,False,200.0,1080,2340,2527200,Android,394.6719435512624
Realme,Android 10,6.5,5000,Li-Po,4,2020-02-19,195.0,32,False,True,False,False,True,False,False,False,False,False,150.0,720,1600,1152000,Android,269.92876553183146
LG,Android 9.0,5.71,3450,Li-Po,3,2020-02-19,170.0,32,False,True,False,False,True,False,False,False,False,False,300.0,720,1512,1088640,Android,293.2884907783315
Sony,Android 9.0,6.2,3580,Li-Ion,3,2020-02-20,178.0,64,False,True,False,False,True,False,False,False,False,False,200.0,720,1680,1209600,Android,294.80412022699
Sony,Android 10,6.5,4000,Li-Po,8,2020-02-24,181.0,256,True,True,True,False,False,False,True,False,False,False,700.0,1644,3840,6312960,Android,642.6339291259881
Sony,Android 10,6.0,3600,Li-Po,4,2020-02-24,151.0,64,True,True,True,False,True,False,False,False,False,False,700.0,1080,2520,2721600,Android,456.94638635183446
Huawei,Android 10,8.0,4500,Li-Po,8,2020-02-24,300.0,512,True,True,True,False,True,False,False,False,False,False,360.0,2200,2480,5456000,Android,414.3971524998694
