brand,os,inches,battery,battery_type,ram(GB),announcement_date,weight(g),storage(GB),video_720p,video_1080p,video_4K,video_8K,video_30fps,video_60fps,video_120fps,video_240fps,video_480fps,video_960fps,price,resolution_height,resolution_width,resolution,os_unique,ppi
LG,Android 10,6.52,4000,Li-Po,4,2020-11-06,173.0,128,False,True,False,False,True,False,False,False,False,False,140.0,720,1600,1152000,Android,269.1007631835743
Realme,Android 10,6.5,5000,Li-Po,8,2020-11-19,195.0,128,True,True,True,False,True,False,True,False,False,False,276.92,1080,2400,2592000,Android,404.89314829774725
Samsung,Android 10,6.5,5000,Li-Po,4,2020-11-24,196.0,16,False,True,False,False,True,False,False,False,False,False,230.0,720,1600,1152000,Android,269.92876553183146
Xiaomi,Android 10,6.53,6000,Li-Po,6,2020-11-24,198.0,64,False,True,False,False,True,False,False,False,False,False,199.99,1080,2340,2527200,Android,394.6719435512624
Samsung,Android 10,6.5,5000,Li-Po,6,2020-11-24,205.0,32,False,True,False,False,True,False,False,False,False,False,80.0,720,1600,1152000,Android,269.92876553183146
Xiaomi,Android 10,6.53,5000,Li-Po,8,2020-11-26,199.0,64,True,True,True,False,True,True,False,False,False,False,170.0,1080,2340,2527200,Android,394.6719435512624
Xiaomi,Android 10,6.67,4820,Li-Po,8,2020-11-26,215.0,128,True,True,True,False,True,True,False,False,False,False,370.0,1080,2400,2592000,Android,394.57353282389164
Xiaomi,Android 10,6.53,6000,Li-Po,8,2020-11-26,198.0,128,False,True,False,False,True,False,False,False,False,False,130.0,1080,2340,2527200,Android,394.6719435512624
Lenovo,Android 10,6.8,6000,Li-Po,4,2020-12-09,221.0,64,False,True,False,False,False,True,False,False,False,False,130.0,720,1640,1180800,Android,263.39544914397777
Lenovo,Android 10,6.5,5000,Li-Po,4,2020-12-09,200.0,64,False,True,False,False,False,True,False,False,False,False,100.0,720,1600,1152000,Android,269.92876553183146
Oppo,Android 11,6.55,4350,Li-Po,8,2020-12-10,173.0,128,True,True,True,False,True,False,True,False,False,False,529.0,1080,2400,2592000,Android,401.8023609061614
Oppo,Android 11,6.43,4300,Li-Po,8,2020-12-10,172.0,128,True,True,True,False,True,False,True,False,False,False,280.0,1080,2400,2592000,Android,409.3010052776606
Xiaomi,Android 10,6.53,6000,Li-Po,6,2020-12-17,198.0,64,False,True,False,False,True,False,False,False,False,False,120.0,1080,2340,2527200,Android,394.6719435512624
Oppo,Android 10,6.52,4230,Li-Po,4,2020-12-18,177.0,64,False,True,False,False,True,False,False,False,False,False,299.0,720,1600,1152000,Android,269.1007631835743
Oppo,Android 10,6.5,4040,Li-Po,8,2020-12-18,175.0,128,True,True,True,False,True,False,True,False,False,False,169.0,1080,2400,2592000,Android,404.89314829774725
Realme,Android 10,6.5,6000,Li-Po,4,2020-12-22,208.0,64,False,True,False,False,False,True,False,False,False,False,190.0,720,1600,1152000,Android,269.92876553183146
Huawei,Android 10,6.72,4000,Li-Po,8,2020-12-23,184.0,128,True,True,True,False,False,True,False,False,False,True,410.0,1236,2676,3307536,Android,438.6391874134069
Huawei,Android 10,6.57,3800,Li-Po,8,2020-12-23,169.0,128,True,True,True,False,False,True,False,False,False,True,160.0,1080,2340,2527200,Android,392.2690702267494
Huawei,Android 10,6.67,5000,Li-Po,8,2020-12-23,206.0,128,False,True,False,False,False,True,False,False,False,False,330.0,1080,2400,2592000,Android,394.57353282389164
Oppo,Android 11,6.55,4500,Li-Po,8,2020-12-24,184.0,128,True,True,True,False,True,True,True,True,False,False,250.0,1080,2400,2592000,Android,401.8023609061614
Oppo,Android 11,6.4,4310,Li-Po,8,2020-12-31,171.0,128,True,True,True,False,True,True,False,False,True,True,240.0,1080,2400,2592000,Android,411.2196037398995
Xiaomi,Android 10,6.67,4820,Li-Po,8,2021-01-05,214.0,128,True,True,True,False,True,True,True,False,False,True,250.0,1080,2400,2592000,Android,394.57353282389164
Samsung,Android 10,6.5,5000,Li-Po,4,2021-01-07,196.0,32,False,True,False,False,True,False,False,False,False,False,220.0,720,1600,1152000,Android,269.92876553183146
Realme,Android 10,6.4,4310,Li-Po,8,2021-01-07,176.0,128,True,True,True,False,True,False,True,False,False,False,190.0,1080,2400,2592000,Android,411.2196037398995
Xiaomi,Android 10,6.53,5000,Li-Po,6,2021-01-08,199.0,64,True,True,True,False,True,True,False,False,False,False,163.98,1080,2340,2527200,Android,394.6719435512624
Xiaomi,Android 10,6.53,6000,Li-Po,6,2021-01-08,198.0,64,False,True,False,False,True,False,False,False,False,False,189.99,1080,2340,2527200,Android,394.6719435512624
Samsung,Android 11,6.5,5000,Li-Ion,8,2021-01-13,205.0,64,True,True,True,False,True,False,True,False,False,False,100.0,720,1600,1152000,Android,269.92876553183146
Samsung,Android 11,6.8,5000,Li-Ion,16,2021-01-14,227.0,128,True,True,True,True,True,True,True,True,False,True,539.47,1440,3200,4608000,Android,516.0402870461485
Oppo,Android 11,6.5,5000,Li-Po,8,2021-01-14,188.0,128,False,True,False,False,True,False,False,False,False,False,410.0,1080,2400,2592000,Android,404.89314829774725
Samsung,Android 11,6.2,4000,Li-Ion,8,2021-01-14,169.0,128,True,True,True,True,True,True,True,True,False,True,240.45,1080,2400,2592000,Android,424.48475224763826
Samsung,Android 11,6.7,4800,Li-Ion,8,2021-01-14,200.0,128,True,True,True,True,True,True,True,True,False,True,443.89,1080,2400,2592000,Android,392.8067856619936
Realme,Android 10,6.5,5000,Li-Po,2,2021-01-19,190.0,32,False,True,False,False,True,False,False,False,False,False,90.0,720,1600,1152000,Android,269.92876553183146
Honor,Android 10,6.72,4000,Li-Po,8,2021-01-22,189.0,128,True,True,True,False,False,False,False,False,False,False,460.0,1236,2676,3307536,Android,438.6391874134069
Oppo,Android 11,6.5,5000,Li-Po,8,2021-01-25,186.0,128,False,True,False,False,True,False,False,False,False,False,500.0,720,1600,1152000,Android,269.92876553183146
Samsung,Android 10,6.5,5000,Li-Po,4,2021-01-27,206.0,32,False,True,False,False,True,False,False,False,False,False,146.98,720,1600,1152000,Android,269.92876553183146
Samsung,Android 10,6.5,5000,Li-Po,3,2021-02-02,206.0,32,False,True,False,False,True,False,False,False,False,False,169.0,720,1600,1152000,Android,269.92876553183146
Realme,Android 10,6.4,4310,Li-Po,8,2021-02-04,176.0,128,True,True,True,False,True,False,True,False,False,False,230.0,1080,2400,2592000,Android,411.2196037398995
Samsung,Android 11,6.5,6000,Li-Po,6,2021-02-05,221.0,64,False,True,False,False,True,False,False,False,False,False,666.9,720,1600,1152000,Android,269.92876553183146
Realme,Android 11,6.5,5000,Li-Po,6,2021-02-05,186.0,128,True,True,True,False,False,True,False,False,False,False,160.0,720,1600,1152000,Android,269.92876553183146
Samsung,Android 11,6.7,7000,Li-Po,8,2021-02-15,218.0,128,True,True,True,False,True,False,False,False,False,False,130.0,1080,2400,2592000,Android,392.8067856619936
Huawei,Android 10,8.0,4500,Li-Po,8,2021-02-22,295.0,256,True,True,True,False,False,True,False,False,False,False,600.0,2200,2480,5456000,Android,414.3971524998694
LG,Android 10,6.55,5000,Li-Po,6,2021-02-22,201.0,128,False,True,False,False,True,False,False,False,False,False,180.0,900,1600,1440000,Android,280.2680877967301
LG,Android 10,6.55,5000,Li-Po,4,2021-02-22,201.0,128,False,True,False,False,True,False,False,False,False,False,170.0,900,1600,1440000,Android,280.2680877967301
LG,Android 10,6.55,5000,Li-Po,4,2021-02-22,201.0,64,False,True,False,False,True,False,False,False,False,False,160.0,900,1600,1440000,Android,280.2680877967301
Samsung,Android 11,6.7,7000,Li-Po,8,2021-02-24,218.0,128,True,True,True,False,True,False,False,False,False,False,270.0,1080,2400,2592000,Android,392.8067856619936
Realme,Android 10,6.5,6000,Li-Po,4,2021-02-24,205.0,32,False,True,False,False,True,False,False,False,False,False,435.0,720,1600,1152000,Android,269.92876553183146
Realme,Android 10,6.5,5000,Li-Po,8,2021-02-24,196.0,64,True,True,True,False,True,False,True,False,False,False,200.0,1080,2400,2592000,Android,404.89314829774725
Xiaomi,Android 11,6.67,4520,Li-Po,6,2021-02-25,196.0,128,True,True,True,False,True,True,False,False,False,True,280.0,1080,2400,2592000,Android,394.57353282389164
Xiaomi,Android 11,6.67,4520,Li-Po,6,2021-02-25,196.0,128,True,True,True,True,True,True,False,False,False,True,360.0,1080,2400,2592000,Android,394.57353282389164
Xiaomi,Android 11,6.67,4520,Li-Po,12,2021-02-25,196.0,256,True,True,True,True,True,True,False,False,False,True,470.0,1080,2400,2592000,Android,394.57353282389164
Oppo,Android 11,6.43,4300,Li-Po,8,2021-02-25,172.0,128,True,True,True,False,True,False,True,False,False,False,310.0,1080,2400,2592000,Android,409.3010052776606
Samsung,Android 11,6.4,5000,Li-Ion,8,2021-02-25,184.0,64,False,True,False,False,True,False,False,False,False,False,274.44,1080,2400,2592000,Android,411.2196037398995
Xiaomi,Android 11,6.43,5000,Li-Po,8,2021-03-04,178.0,64,True,True,True,False,True,True,True,False,False,True,179.0,1080,2400,2592000,Android,409.3010052776606
Xiaomi,Android 11,6.67,5020,Li-Po,8,2021-03-04,193.0,64,True,True,True,False,True,True,False,False,False,False,199.0,1080,2400,2592000,Android,394.57353282389164
Xiaomi,Android 11,6.5,5000,Li-Po,8,2021-03-04,190.0,64,False,True,False,False,True,False,False,False,False,False,176.4,1080,2400,2592000,Android,404.89314829774725
Xiaomi,Android 11,6.43,5000,Li-Po,6,2021-03-04,178.0,64,True,True,True,False,True,True,False,False,False,False,249.99,1080,2400,2592000,Android,409.3010052776606
Xiaomi,Android 11,6.67,5020,Li-Po,8,2021-03-04,192.0,64,True,True,True,False,True,True,True,False,False,True,220.0,1080,2400,2592000,Android,394.57353282389164
Xiaomi,Android 11,6.67,5020,Li-Po,8,2021-03-04,192.0,64,True,True,True,False,True,True,True,False,False,True,180.0,1080,2400,2592000,Android,394.57353282389164
Samsung,Android 11,5.3,3000,Li-Ion,4,2021-03-04,172.0,64,False,True,False,False,True,False,False,False,False,False,215.98,720,1480,1065600,Android,310.53646205948655
Realme,Android 11,6.43,4500,Li-Po,8,2021-03-04,186.0,128,True,True,True,False,True,True,True,True,False,False,349.99,1080,2400,2592000,Android,409.3010052776606
Oppo,Android 11,6.43,4310,Li-Po,8,2021-03-05,172.0,128,True,True,True,False,True,False,True,False,False,False,260.0,1080,2400,2592000,Android,409.3010052776606
Realme,Android 10,6.5,5000,Li-Po,4,2021-03-05,190.0,32,False,True,False,False,True,False,False,False,False,False,141.04,720,1600,1152000,Android,269.92876553183146
Oppo,Android 11,6.43,4310,Li-Po,8,2021-03-08,173.0,128,True,True,True,False,True,False,True,False,False,False,370.0,1080,2400,2592000,Android,409.3010052776606
Oppo,Android 11,6.43,4310,Li-Po,8,2021-03-08,172.0,128,True,True,True,False,True,False,True,False,False,False,200.0,1080,2400,2592000,Android,409.3010052776606
Xiaomi,Android 11,6.67,4780,Li-Po,8,2021-03-10,208.0,128,True,True,True,True,True,True,True,False,False,False,430.0,1080,2340,2527200,Android,386.38797472110105
Huawei,Android 10,6.5,4200,Li-Po,8,2021-03-10,188.0,128,True,True,True,False,False,False,False,False,False,False,500.0,1080,2376,2566080,Android,401.52891235329656
Oppo,Android 11,6.43,4300,Li-Po,8,2021-03-11,172.0,128,True,True,True,False,True,False,True,False,False,False,250.0,1080,2400,2592000,Android,409.3010052776606
Oppo,Android 11,6.55,4500,Li-Po,12,2021-03-11,184.0,128,True,True,True,False,False,True,False,False,False,False,275.0,1080,2400,2592000,Android,401.8023609061614
Oppo,Android 11,6.7,4500,Li-Po,8,2021-03-11,193.0,128,True,True,True,False,True,True,True,True,False,False,300.0,1440,3216,4631040,Android,525.9210168998101
Oppo,Android 11,6.7,4500,Li-Po,8,2021-03-11,193.0,256,True,True,True,False,True,True,True,True,False,False,250.0,1440,3216,4631040,Android,525.9210168998101
Samsung,Android 11,6.5,4500,Li-Po,8,2021-03-17,189.0,128,True,True,True,False,True,True,False,False,False,False,364.88,1080,2400,2592000,Android,404.89314829774725
Samsung,Android 11,6.7,5000,Li-Ion,8,2021-03-17,203.0,128,True,True,True,False,True,True,False,False,False,False,449.9,1080,2400,2592000,Android,392.8067856619936
Samsung,Android 11,6.5,4500,Li-Po,8,2021-03-17,189.0,128,True,True,True,False,True,True,False,False,False,False,349.0,1080,2400,2592000,Android,404.89314829774725
Oppo,Android 11,6.43,4310,Li-Po,8,2021-03-17,172.0,128,True,True,True,False,True,False,True,False,False,False,130.0,1080,2400,2592000,Android,409.3010052776606
Xiaomi,Android 11,6.67,4520,Li-Po,8,2021-03-22,196.0,128,True,True,True,False,True,True,False,False,False,True,380.0,1080,2400,2592000,Android,394.57353282389164
Xiaomi,Android 11,6.67,5160,Li-Po,8,2021-03-22,215.0,128,True,True,True,False,True,True,True,True,False,True,274.09,1080,2400,2592000,Android,394.57353282389164
Honor,Android 10,6.57,3800,Li-Po,8,2021-03-23,169.0,128,True,True,True,False,False,True,False,False,False,True,390.0,1080,2340,2527200,Android,392.2690702267494
OnePlus,Android 10,6.55,4500,Li-Po,8,2021-03-23,189.0,128,True,True,True,False,True,True,True,True,False,False,308.0,1080,2400,2592000,Android,401.8023609061614
OnePlus,Android 11,6.55,4500,Li-Po,8,2021-03-23,192.0,128,True,True,True,True,True,True,True,True,False,False,304.2,1080,2400,2592000,Android,401.8023609061614
Oppo,Android 11,6.43,4310,Li-Po,8,2021-03-23,172.0,128,True,True,True,False,True,False,True,False,False,False,260.0,1080,2400,2592000,Android,409.3010052776606
OnePlus,Android 11,6.7,4500,Li-Po,8,2021-03-23,197.0,128,True,True,True,True,True,True,True,True,False,False,372.4,1440,3216,4631040,Android,525.9210168998101
Realme,Android 11,6.5,6000,Li-Po,4,2021-03-23,209.0,64,False,True,False,False,True,False,False,False,False,False,140.0,720,1600,1152000,Android,269.92876553183146
Xiaomi,Android 11,6.67,4500,Li-Po,8,2021-03-23,220.0,128,True,True,True,False,True,True,True,True,False,True,500.0,1080,2400,2592000,Android,394.57353282389164
Vivo,Android 11,6.57,4500,Li-Po,8,2021-03-24,198.0,128,True,True,True,False,True,False,False,False,False,False,320.0,1080,2408,2600640,Android,401.68993574938565
Realme,Android 11,6.4,4500,Li-Po,8,2021-03-24,176.0,128,True,True,True,False,True,True,False,False,True,True,550.0,1080,2400,2592000,Android,411.2196037398995
Realme,Android 11,6.4,5000,Li-Po,8,2021-03-24,177.0,64,True,True,True,False,True,False,True,False,False,False,178.9,1080,2400,2592000,Android,411.2196037398995
Oppo,Android 10,6.51,5000,Li-Po,6,2021-03-26,192.0,64,False,True,False,False,True,False,False,False,False,False,311.88,720,1600,1152000,Android,269.5141284111989
Xiaomi,Android 11,6.55,4250,Li-Po,8,2021-03-29,157.0,64,True,True,True,False,True,False,True,False,False,False,478.13,1080,2400,2592000,Android,401.8023609061614
Xiaomi,Android 11,6.67,4520,Li-Po,8,2021-03-29,196.0,128,True,True,True,True,True,True,False,False,False,True,525.0,1080,2400,2592000,Android,394.57353282389164
Xiaomi,Android 11,6.55,4250,Li-Po,8,2021-03-29,159.0,64,True,True,True,False,True,False,True,False,False,False,271.8,1080,2400,2592000,Android,401.8023609061614
Xiaomi,Android 11,6.81,5000,Li-Po,8,2021-03-29,208.0,128,True,True,True,True,False,True,False,False,False,False,561.25,1440,3200,4608000,Android,515.282518636389
Realme,Android 11,6.43,4500,Li-Po,6,2021-03-31,179.0,128,True,True,True,False,False,True,False,False,True,False,260.0,1080,2400,2592000,Android,409.3010052776606
Realme,Android 11,6.5,5000,Li-Po,8,2021-03-31,185.0,128,False,True,False,False,True,False,False,False,False,False,210.0,1080,2400,2592000,Android,404.89314829774725
Oppo,Android 11,6.43,5000,Li-Po,6,2021-04-01,175.0,128,False,True,False,False,True,False,False,False,False,False,255.0,1080,2400,2592000,Android,409.3010052776606
Realme,Android 11,6.55,4500,Li-Po,8,2021-04-02,170.0,128,True,True,True,False,False,True,False,False,False,False,310.0,1080,2400,2592000,Android,401.8023609061614
Oppo,Android 11,6.43,4310,Li-Po,8,2021-04-04,173.0,128,True,True,True,False,True,False,False,False,False,False,161.88,1080,2400,2592000,Android,409.3010052776606
Samsung,Android 10,6.5,5000,Li-Po,4,2021-04-05,196.0,32,False,True,False,False,True,False,False,False,False,False,100.0,720,1600,1152000,Android,269.92876553183146
Oppo,Android 11,6.5,5000,Li-Po,8,2021-04-05,190.0,128,False,True,False,False,True,False,False,False,False,False,600.0,1080,2400,2592000,Android,404.89314829774725
Oppo,Android 11,6.43,5000,Li-Po,8,2021-04-05,175.0,128,False,True,False,False,True,False,False,False,False,False,405.99,1080,2400,2592000,Android,409.3010052776606
Samsung,Android 11,6.5,6000,Li-Po,4,2021-04-05,221.0,64,False,True,False,False,True,False,False,False,False,False,130.0,720,1600,1152000,Android,269.92876553183146
Samsung,Android 11,6.7,4500,Li-Po,6,2021-04-13,176.0,128,True,True,True,False,True,True,True,True,False,False,520.0,1440,3200,4608000,Android,523.742380882658
Oppo,Android 10,6.52,4230,Li-Po,4,2021-04-14,177.0,64,False,True,False,False,True,False,False,False,False,False,220.0,720,1600,1152000,Android,269.1007631835743
Sony,Android 11,6.5,4500,Li-Po,12,2021-04-14,186.0,256,True,True,True,False,False,False,True,False,False,False,495.0,1644,3840,6312960,Android,642.6339291259881
Sony,Android 11,6.1,4500,Li-Po,8,2021-04-14,168.0,128,True,True,True,False,False,False,True,False,False,False,589.99,1080,2520,2721600,Android,449.455461985411
Oppo,Android 11,6.5,5000,Li-Po,4,2021-04-14,190.0,64,False,True,False,False,True,False,False,False,False,False,517.28,1080,2400,2592000,Android,404.89314829774725
Oppo,Android 11,6.43,4310,Li-Po,8,2021-04-16,173.0,128,True,True,True,False,True,False,False,False,False,False,300.0,1080,2400,2592000,Android,409.3010052776606
Samsung,Android 11,6.5,5000,Li-Po,4,2021-04-19,212.0,32,False,True,False,False,True,False,False,False,False,False,428.47,720,1600,1152000,Android,269.92876553183146
Honor,Android 10,6.6,5000,Li-Po,8,2021-04-20,191.0,128,False,True,False,False,True,False,False,False,False,False,170.0,720,1600,1152000,Android,265.83893575104617
Realme,Android 11,6.5,5000,Li-Po,8,2021-04-21,185.0,64,False,True,False,False,True,False,False,False,False,False,405.0,1080,2400,2592000,Android,404.89314829774725
Xiaomi,Android 10,6.53,5000,Li-Po,4,2021-04-21,198.0,64,False,True,False,False,True,False,False,False,False,False,100.0,1080,2340,2527200,Android,394.6719435512624
Realme,Android 11,6.5,5000,Li-Po,6,2021-04-22,185.0,128,False,True,False,False,True,False,False,False,False,False,130.0,1080,2400,2592000,Android,404.89314829774725
Realme,Android 11,6.5,5000,Li-Po,8,2021-04-22,189.0,128,True,True,True,False,True,True,False,False,False,False,170.0,1080,2400,2592000,Android,404.89314829774725
Realme,Android 11,6.43,4500,Li-Po,8,2021-04-22,179.0,128,True,True,True,False,False,True,False,False,False,False,210.0,1080,2400,2592000,Android,409.3010052776606
Xiaomi,Android 11,6.67,4520,Li-Po,8,2021-04-23,196.0,128,True,True,True,False,True,True,False,False,False,True,359.988,1080,2400,2592000,Android,394.57353282389164
Xiaomi,Android 11,6.67,4520,Li-Po,8,2021-04-23,196.0,128,True,True,True,True,True,True,False,False,False,True,479.988,1080,2400,2592000,Android,394.57353282389164
Vivo,Android 11,6.62,4400,Li-Po,8,2021-04-26,196.0,128,True,True,True,False,True,False,False,False,False,False,350.0,1080,2400,2592000,Android,397.5536954585132
Honor,Android 10,6.52,5000,Li-Po,8,2021-04-26,198.0,64,False,True,False,False,True,False,False,False,False,False,110.0,720,1600,1152000,Android,269.1007631835743
Huawei,Android 10,6.72,4000,Li-Po,8,2021-04-26,184.0,128,True,True,True,False,False,True,False,False,False,True,600.0,1236,2676,3307536,Android,438.6391874134069
Oppo,Android 11,6.52,5000,Li-Po,8,2021-04-27,189.0,128,False,True,False,False,True,False,False,False,False,False,151.9,720,1600,1152000,Android,269.1007631835743
Vivo,Android 11,6.44,4000,Li-Po,8,2021-04-27,171.0,128,True,True,True,False,True,True,False,False,False,False,350.0,1080,2400,2592000,Android,408.66544471045916
Oppo,Android 11,6.43,4310,Li-Po,8,2021-04-27,173.0,128,True,True,True,False,True,False,True,False,False,False,215.0,1080,2400,2592000,Android,409.3010052776606
Vivo,Android 11,6.44,4000,Li-Po,8,2021-04-27,176.0,128,True,True,True,False,True,True,False,False,False,False,350.0,1080,2400,2592000,Android,408.66544471045916
Vivo,Android 11,6.44,4000,Li-Po,8,2021-04-27,176.0,128,True,True,True,False,True,True,False,False,False,False,350.0,1080,2400,2592000,Android,408.66544471045916
Xiaomi,Android 11,6.67,5065,Li-Po,6,2021-04-27,205.0,128,True,True,True,False,True,True,True,False,False,True,260.0,1080,2400,2592000,Android,394.57353282389164
Samsung,Android 11,6.6,5000,Li-Po,8,2021-04-28,190.0,128,True,True,True,False,True,False,False,False,True,False,220.0,720,1600,1152000,Android,265.83893575104617
Vivo,Android 11,6.58,5000,Li-Po,8,2021-05-03,185.0,128,False,True,False,False,True,False,False,False,False,False,350.0,1080,2408,2600640,Android,401.07946472241093
Oppo,Android 11,6.43,4300,Li-Po,8,2021-05-06,172.0,128,True,True,True,False,True,False,True,False,False,False,330.0,1080,2400,2592000,Android,409.3010052776606
Realme,Android 10,6.5,5000,Li-Po,2,2021-05-11,190.0,32,False,True,False,False,True,False,False,False,False,False,90.0,720,1600,1152000,Android,269.92876553183146
Vivo,Android 11,6.51,5000,Li-Po,3,2021-05-12,191.0,32,False,True,False,False,True,False,False,False,False,False,350.0,720,1600,1152000,Android,269.5141284111989
Honor,Android 10,6.53,3800,Li-Po,8,2021-05-18,179.0,128,True,True,True,False,True,False,False,False,False,False,270.0,1080,2400,2592000,Android,403.03299600847737
Realme,Android 11,6.5,5000,Li-Po,6,2021-05-18,192.0,64,True,True,True,False,True,False,True,False,False,False,445.0,1080,2400,2592000,Android,404.89314829774725
Vivo,Android 11,6.58,5000,Li-Po,4,2021-05-18,193.0,128,False,True,False,False,True,False,False,False,False,False,240.0,1080,2408,2600640,Android,401.07946472241093
Xiaomi,Android 11,6.5,5000,Li-Po,6,2021-05-19,190.0,64,False,True,False,False,True,False,False,False,False,False,188.41,1080,2400,2592000,Android,404.89314829774725
Samsung,Android 11,6.6,4500,Li-Po,8,2021-05-20,199.0,128,True,True,True,False,True,False,True,False,False,False,260.0,1080,2408,2600640,Android,399.8640724050703
Vivo,Android 11,6.56,4200,Li-Po,8,2021-05-24,176.0,128,True,True,True,False,True,False,False,False,False,False,269.0,1080,2376,2566080,Android,397.85639181347983
Realme,Android 11,6.43,4500,Li-Po,8,2021-05-25,179.0,256,True,True,True,False,False,True,False,False,True,False,290.0,1080,2400,2592000,Android,409.3010052776606
Xiaomi,Android 11,6.3,4000,Li-Po,4,2021-05-25,190.0,64,False,True,False,False,False,False,True,False,False,False,179.0,1080,2340,2527200,Android,409.08060180789585
Realme,Android 11,6.43,4500,Li-Po,8,2021-05-25,174.0,128,True,True,True,False,False,True,False,False,False,False,230.0,1080,2400,2592000,Android,409.3010052776606
Xiaomi,Android 11,6.6,5000,Li-Po,8,2021-05-26,193.0,128,True,True,True,False,True,True,True,False,False,True,200.0,1080,2400,2592000,Android,398.7584036265693
Realme,Android 11,6.5,5000,Li-Po,6,2021-05-26,185.0,64,False,True,False,False,True,False,False,False,False,False,219.98,1080,2400,2592000,Android,404.89314829774725
Oppo,Android 11,6.55,4500,Li-Po,8,2021-05-27,177.0,128,True,True,True,False,True,True,False,False,False,False,170.0,1080,2400,2592000,Android,401.8023609061614
Oppo,Android 11,6.43,4300,Li-Po,8,2021-05-27,182.0,128,True,True,True,False,True,True,False,False,False,False,264.61,1080,2400,2592000,Android,409.3010052776606
Oppo,Android 11,6.55,4500,Li-Po,8,2021-05-27,188.0,128,True,True,True,False,False,True,True,False,False,False,260.0,1080,2400,2592000,Android,401.8023609061614
Realme,Android 11,6.43,4500,Li-Po,8,2021-05-31,179.0,128,True,True,True,False,False,True,False,False,True,False,310.0,1080,2400,2592000,Android,409.3010052776606
Samsung,Android 11,6.4,5000,Li-Po,6,2021-06-03,186.0,64,False,True,False,False,True,False,False,False,False,False,310.14,720,1600,1152000,Android,274.14640249326635
Samsung,Android 11,6.6,5000,Li-Po,8,2021-06-03,203.0,64,False,False,False,False,True,False,False,False,False,False,229.0,1080,2400,2592000,Android,398.7584036265693
Vivo,Android 10,6.53,4500,Li-Po,8,2021-06-03,190.0,128,True,True,True,False,True,True,False,False,False,False,270.0,1080,2340,2527200,Android,394.6719435512624
Vivo,Android 11,6.51,5000,Li-Po,6,2021-06-07,191.0,128,False,True,False,False,True,False,False,False,False,False,212.4,720,1600,1152000,Android,269.5141284111989
Realme,Android 11,6.5,6000,Li-Po,4,2021-06-08,209.0,64,False,True,False,False,False,True,False,False,False,False,239.95,720,1600,1152000,Android,269.92876553183146
Vivo,Android 11,6.58,5000,Li-Po,8,2021-06-09,189.0,128,False,True,False,False,False,True,False,False,False,False,120.0,1080,2408,2600640,Android,401.07946472241093
Vivo,Android 11,6.44,4000,Li-Po,8,2021-06-10,170.0,128,True,True,True,False,True,True,False,False,False,False,230.0,1080,2400,2592000,Android,408.66544471045916
OnePlus,Android 11,6.43,4500,Li-Po,6,2021-06-10,170.0,128,True,True,True,False,True,False,True,False,False,False,455.0,1080,2400,2592000,Android,409.3010052776606
Honor,Android 11,6.57,4300,Li-Po,6,2021-06-16,175.0,128,True,True,True,False,True,True,False,False,False,False,455.0,1080,2340,2527200,Android,392.2690702267494
Honor,Android 11,6.78,4000,Li-Po,8,2021-06-16,191.0,128,True,True,True,False,True,True,False,False,False,False,310.0,1080,2388,2579040,Android,386.5585593082292
Honor,Android 11,6.72,4000,Li-Po,8,2021-06-16,187.0,256,True,True,True,False,True,True,False,False,False,False,480.0,1236,2676,3307536,Android,438.6391874134069
Realme,Android 10/ Android 11,6.5,5000,Li-Po,4,2021-06-21,200.0,32,False,True,False,False,True,False,False,False,False,False,130.0,720,1600,1152000,Android,269.92876553183146
OnePlus,Android 11,6.49,5000,Li-Po,4,2021-06-21,189.0,64,False,True,False,False,True,False,False,False,False,False,149.99,1080,2400,2592000,Android,405.5170206371891
Samsung,Android 11,6.4,6000,Li-Ion,8,2021-06-21,180.0,64,False,True,False,False,True,False,False,False,False,False,269.99,1080,2400,2592000,Android,411.2196037398995
Vivo,Android 11,6.51,5000,Li-Po,3,2021-06-21,191.0,32,False,True,False,False,True,False,False,False,False,False,221.88,720,1600,1152000,Android,269.5141284111989
Lenovo,Android 11,6.5,5000,Li-Po,4,2021-06-22,200.0,128,False,True,False,False,True,False,False,False,False,False,120.0,720,1600,1152000,Android,269.92876553183146
Vivo,Android 11,6.44,4000,Li-Po,8,2021-06-24,165.0,128,True,True,True,False,True,False,False,False,False,False,240.0,1080,2400,2592000,Android,408.66544471045916
Vivo,Android 11,6.56,4200,Li-Po,8,2021-06-28,191.0,128,True,True,True,True,True,True,False,False,False,False,290.0,1080,2376,2566080,Android,397.85639181347983
Realme,Android 11,6.52,5000,Li-Po,4,2021-06-28,190.0,32,False,True,False,False,True,False,False,False,False,False,89.988,720,1600,1152000,Android,269.1007631835743
Honor,Android 11,6.6,4000,Li-Po,8,2021-06-30,179.0,128,False,True,False,False,True,False,False,False,False,False,240.0,1080,2400,2592000,Android,398.7584036265693
Samsung,Android 11,6.4,6000,Li-Po,6,2021-07-06,203.0,64,False,True,False,False,True,False,False,False,False,False,170.0,720,1600,1152000,Android,274.14640249326635
Huawei,Android 10,6.67,4300,Li-Po,8,2021-07-07,190.0,128,False,True,False,False,True,False,False,False,False,False,246.68,1080,2376,2566080,Android,391.2950420234524
Vivo,Android 11,6.58,5000,Li-Po,8,2021-07-09,190.0,128,False,True,False,False,True,False,False,False,False,False,460.0,1080,2408,2600640,Android,401.07946472241093
